username,date,comment
suydam,Mar-15,"Would you be replacing the Fusion or the Highlander? If the Fusion, the wealth of safety features in just the last year or so is pretty compelling. I hear ya about not wanting 2 car payments though."
explorerx4,Mar-15,"Although I like my recently acquired Escape, drive my Fusion today. It's so smooth, really enjoyed it."
mtnman1,Mar-15,"suydam said:

No way I would trade my Highlander. That vehicle is so nice and it is continually rated the top Mid-Sized SUV. Plus the Boss, my Wife, drives it 98% of the time and she wants to keep it another 5 to 6 years. My current Fusion has been a great trouble free vehicle. It has all the options that were available with the exception of AWD back when I bought it. Great riding car with superb handling. It has the Audiophile option which is one of the best factory Audio systems I have ever heard in my 59 years. I would say there is at least a 50% chance I will drive it one more year. My problem is I get bored with cars and the fusion I have is looking a bit dated since there have been two re-designs, one minor and one major, since I bought it. Leasing has been suggested, but I drive about 15,000 miles per year in my current position in my company. The new Fusion is still and option, but I am a bit tired of Fords since we have owned a 2004 Mercury Mountaineer (best car I have ever owned) and the Fusion. Anyway, I am looking for reviews from anyone that drives or has taken a test drive for the Legacy or Camry. Preferably the 2015 versions. I haven't been reading the Forums much at all the last couple of years, but what happened to Backy? I used to see his reviews for many vehicles on the Edmunds Forums."
stickguy,Mar-15,"the Legacy is a great car. comfortable, drives nice. AWD. good MPG. If he wanders by, NYCCARGUY bought one a few months back and loves it (and it replaced a 328 BMW). Not the fastest mid size car, but more than adequate for normal use. And if you really feel a ""need for speed"" you can get the 6 cyl.

The Camry? Nice enough, but still an unengaging couch to drive.

also, you definitely can do a lease with 15K/year. Costs a little more, but if you really are trading by the 3 year mark anyway, could easily be more cost effective, since often the miles in the lease are cheaper than the hit you take for trading in a high mileage car.

Edit: Just noticed your Fusion is the V6. so yeah, you would notice the change in power in the 4 cyl Legacy (or Camry). Up to you if it matters, but you can get a 6 in either model."
nyccarguy,Mar-15,"@stickguy‌

Done. See my post above from 3/5 you know I'll take any chance I get to get someone behind the wheel of a Subaru!"
jpp75,Mar-15,"nyccarguy said:

You're really making me want to go drive one."
mtnman1,Mar-15,"stickguy said:

Thanks for the post. I think the new Camry is pretty sharp too, but until I actually drive both I can't judge either. I will probably test drive the new Ford Fusion and possibly the Chevy Malibu as well to find out how their Turbo engines perform. That is unless the Subaru blows me away next Tuesday when I go to test drive one. I read NYCCARGUY's post and it's helpful. I really want to avoid a 6 cylinder if I can because I want the extra fuel mileage. I have never owned a vehicle in my 59 years that wasn't a 6 or 8 cylinder. I am sure it would take some getting used to and I would have to lower my expectations for performance. Like I mentioned to NYCCARGUY I am concerned the 4 bangers can easily handle the steep terrain out in eastern Ohio and western Pa. We travel there a lot because both our Mothers and a couple brothers and two sisters and many nieces and nephews live in the Pittsburgh area. When we go we sometimes take my youngest Son when he is home from College visiting us. And other times we will go get our mothers and bring them back to Columbus to spend time at our house. Of course, we have our Highlander which is more roomy and has a 272Hp V6, but gets 22mpg on the Highway on a good day. Or even if we use the car to travel to S.C. for our summer vacation. The mountains of W.VA. or Virginia would really be a tough job for an engine like that I would think. Unfortunately Columbus is very flat and there aren't alot of steep hills to test one on."
suydam,Mar-15,"My Honda Accord 4 cyl. Handles those areas with ease. The Penn turnpike too to Philly. I'm sure Camry would too. And my Honda gets at least 36 mpg doing it, as do most midsize 4 cyls these days."
m6user,Mar-15,"You should rent a 4 cyl. and take it on one of your trips. I use to rent cars to visit my Dad in Texas from Chicago and, through Costco, it wasn't much more than driving my own 6cyl vehicle down and back. Maybe cost a $75 to $100 bucks over and above what it would have cost me to drive my own and the miles didn't climb on my vehicle as a result either. It's a cheap way to find out if you can live with a 4cyl. and if it's a car of the type you are looking at anyway it's a heck of nice long test drive. Just a thought."
Michaell,Mar-15,"mtnman1 said:show previous quotesThanks for the post. I think the new Camry is pretty sharp too, but until I actually drive both I can't judge either. I will probably test drive the new Ford Fusion and possibly the Chevy Malibu as well to find out how their Turbo engines perform. That is unless the Subaru blows me away next Tuesday when I go to test drive one. I read NYCCARGUY's post and it's helpful. I really want to avoid a 6 cylinder if I can because I want the extra fuel mileage. I have never owned a vehicle in my 59 years that wasn't a 6 or 8 cylinder. I am sure it would take some getting used to and I would have to lower my expectations for performance. Like I mentioned to NYCCARGUY I am concerned the 4 bangers can easily handle the steep terrain out in eastern Ohio and western Pa. We travel there a lot because both our Mothers and a couple brothers and two sisters and many nieces and nephews live in the Pittsburgh area. When we go we sometimes take my youngest Son when he is home from College visiting us. And other times we will go get our mothers and bring them back to Columbus to spend time at our house. Of course, we have our Highlander which is more roomy and has a 272Hp V6, but gets 22mpg on the Highway on a good day. Or even if we use the car to travel to S.C. for our summer vacation. The mountains of W.VA. or Virginia would really be a tough job for an engine like that I would think. Unfortunately Columbus is very flat and there aren't alot of steep hills to test one on.A quick point of reference. We just took our 3.6R Outback on a quick road trip ... about 100 miles round trip that included a 7300' pass. Averaged 27 MPG, which is bang on the highway rating for this car. Granted, it's not the low to mid 30's MPG you'd see with the 2.5i, but still pretty decent for a car with 256 HP and 3 grown adults."
jpp75,Mar-15,"Michaell said:


That is great, I would imagine the mileage will also improve slightly after a little more break in. Over the course of a year it will cost you $300 - $400 more to drive the H6 (assuming 15,000 miles per year and gas between 2.80 and 3.80), so if you can swing the extra $30 - $40/month and prefer the power it's probably worth it. Plus for you being able to buy regular now vs. premium probably evens out any premium (no pun intended) you pay for the decreased mileage."
thebean,Mar-15,"2,000 mile report on my 2015 Accord EX:
Background - I was considering a 2014.5 Camry, a 2015 Outback, a 2015 RDX, and the 2015 Accord EX (all 4 bangers except for the RDX) to replace a 2002 Civic EX. Ultimately I went with the Accord (bought in December) after much anguish and research (most of it on Edmunds boards - thanks to all that responded to my questions back in the summer). My final two were the RDX and Accord, and the Accord features and gas mileage won me over. The Accord just passed the 2K mileage mark, and has been much as I expected it would be. Mileage has been a solid 30 mpg, with a 65/35 highway/city driving ratio. I was impressed with the LaneWatch feature, and it has not disappointed - it will be a must-have on cars for me in the future. I use the backup camera much more than I thought I would. I didn't get leather because I am not hard on interiors (my Civic cloth interior still looked great) and I am happy with that choice. The EX cloth is much more attractive than the LX cloth, I thought. The EX rode better than the LX on my test drives which is probably a function of the larger tires. No rattles in the car so far, which is impressive considering the amount of rough roads I have had to subject it to.

The 4 banger, while a little bit buzzy (not a surprise), provides all of the power I need. I am impressed with the acceleration, especially in the 30 to 60 mph range needed to merge onto the highway. I was very wary of the CVT (hate driving a manual in Dallas rush hour traffic), but so far it has been a non-issue. No vibration of any sort that I can feel, and I forget that it's not a conventional automatic trannie. The Accord does not have the smoothest ride (which, of the cars I drove, was the Camry), but it does have good handling in the curves and is pretty confidence inspiring. I suspect the handling will get better when I replace the Goodyear tires with Michelin or Pirelli tires. Recently, we had snow and ice here in Dallas, and the Accord acquitted itself superbly. No issues at all sliding or fishtailing in the snow and slush. It just pulled through with no drama. The only issue was avoiding several Mercedes drivers who were sliding all over the road after they tried to accelerate like they were on a dry road.

The one area I am a bit disappointed in are the front seats. They are not as wide as either the seats on my Civic or my wife's Lexus ES300. I have to maneuver around a bit to get the seat belt fastened, and I do not have a big butt. I am somewhat large - 6', 225 lbs, and these seats are about an inch too narrow for me. Not a huge deal, and something that I didn't even notice on my test drives. The seats are comfortable enough for me so far (except for the width), and I will get to put them to the test with two long driving vacations this year. The trunk is bigger than the Lexus trunk, and it should have no problem swallowing enough luggage for a 3 week trip.

Overall, I am very happy with my choice and if I had to do it again, I would make the same choice. I loved the Outback, but with it being a new design (I do not buy cars in their first year of production after introduction or restyle) I was very wary of quality issues. Plus, I am not convinced they have fixed their head gasket issues on their boxer 4's. The RDX would have been my first SUV, and if it had a LaneWatch feature, I might be driving it today, even with the anecdotal stories about the VCM vibrations and the lower gas mileage. I value reliability above all in a car, so that influenced my choice of the Accord over all the others. I hope to drive it for 10-15 years."
brian125,Mar-15,"Bean

Congrats on the Accord . I shut my lane watch off the 2nd day driving it . To much noise going on in the car especially with city driving. I have to say the right side mirror camera is a homerun.... Nice feature. All cars should have it. I'm also a big guy 6'2, 245 and I found the leather seat in the Honda on long trips to be bothersome by the seat belt where it buckled. The contoured seat is the problem. The seat will get better as you break it in more. My Exl V-6 Accord came with Michelins and handled fine.

My only other complaint which is minor I don't like where Honda put its parking brake . Right in the middle of the consult. Bad job Honda. What where you thinking??? The Nissan Altima got it right.

click on interior pictures to see

http://www.edmunds.com/nissan/altima/2015/?sub=&ps="
benjaminh,Mar-15,""" I was impressed with the LaneWatch feature, and it has not disappointed - it will be a must-have on cars for me in the future.""

Then it's likely you'll be buying Hondas from now on, because as far as I know this is an exclusive feature so far only found on Hondas."
brian125,Mar-15,"My above post was for the Lane departure warning system. Or noisy bells as I call it. Not lane watch.

I'm sure there will be other Car companies trying to duplicate Honda's side camera viewer soon."
explorerx4,Mar-15,"Pulling out of my parking space at work, I saw a Fusion with an exhaust finisher that had a soft sided trapezoid shape. Turns out it was a new Sonata."
akirby,Mar-15,"brian125 said:


Not likely. A simple light in the side view mirror is easier and cheaper, like Ford's BLIS."
suydam,Mar-15,Oh the side camera view is wonderful for parking. I don't think a light would be helpful for that. Especially recently when there are large shelves of ice protruding into the street.
nyccarguy,Mar-15,"@akirby‌

The simple lights in the side view mirror aren't exactly simple and they are far from cheap. In certain cars, like edmunds.com's own 2015 Aluminum F150 EcoBoost, the sensors for the BLIS are located in the tail lights. It is a fantastic idea actually. The expensive part comes when you have to replace a cracked or broken tail light assembly at a cost of over $800."
brian125,Mar-15,"akirby said:show previous quotesNot likely. A simple light in the side view mirror is easier and cheaper, like Ford's BLIS.Not sure what it intails / cost factor for the bliss system. I have drove Fords bliss and it does not compare to what Honda's lane watch system does. I read in a article that Hyundai is in the starting phases trying to duplicate Honda's lane watch system in its upper models. Give Toyota a losing sales year to Honda . lane watch might be on there radar soonerHonda lane watch system is class leading in its industry. State of the art technology. Nothing compares right now. Just a matter of time before a lot of these car companies copy cat Honda's system. I'd like to see this camera on both sides of the vehicle.Fords bliss outside mirror light system ........................ is so yesterday. But its better than having nothing."
akirby,Mar-15,"LW doesn't work if you don't put on your blinker or activate it manually. It requires you to look at and interpret what is on the camera taking your eyes further off the road and for longer. There is a reason having video on that screen while it's moving is illegal. You already should be checking your side mirrors so there is no added step for BLIS - if you see the light as you're checking the mirror then you know it's not safe.

LW only works on the passenger side. BLIS works on both sides. It's still up to the driver to decide if there is traffic close enough to the car - BLIS does this automatically.

The BLIS sensors may be more expensive than the camera. Not sure.

It's a neat feature but I don't think it's as useful as BLIS for the reasons mentioned above."
akirby,Mar-15,"I also don't think it's any more ""state of the art technology"" than a backup camera, much less ""class leading""."
brian125,Mar-15,"I'm sure most Honda owners with Lane watch don't drive this way. Try doing this on a highway trip. Driving my 2013 Accord from NY to Boston to visit my daughter I left the lane watch system on side mirror mostly highway with traffic so it worked well. I found periodically glancing at the mirror and seeing cars 6 maybe more behind me as I weaved in and out from the left to the middle lane..... very satisfying . A birds eye view with full coverage. Honda's Lane watch can view up to 75 feet behind your right side. I find the side Camera leaves you more confident changing lanes than looking for a tiny light on your mirror. By glancing in the mirror I now see 75 feet behind me at all times . Regardless you still have to turn your head and look but I feel more confident on that left side.

Ford's bliss system needs a voice alert or chime inside the vehicle to go along with its light . That would makes this system so much better.

New vehicle technology with Satellite guided laser Cross Traffic alert systems, Braking , features is now putting these Camera's front , back, and side of vehicles. Subaru has eyesight and Cross traffic options on there vehicles this year.

I'd like to see all vehicles with Honda's lane watch systems on both sides with not only camera's watching your sides and back but also light indicators on side mirrors with voice alerts and vibrating seat alert.

Just a matter of time before all vehicles have these options.

I might be asking to much to soon.."
akirby,Mar-15,With properly adjusted mirrors and proper technique these become backups. You still need to look.
thebean,Mar-15,"akirby said:
With properly adjusted mirrors and proper technique these become backups. You still need to look.
The Lane Watch is particularly important for me after 2 cervical fusions that have left me with decreased range of motion.  It's difficult to turn quickly to check my right blind spot.  The LW is so much more efficient for me.  So, don't dismiss it out of hand for anyone but yourself."
akirby,Mar-15,That's a bit of a special situation.
benjaminh,Mar-15,What's interesting is that Lane Watch really is exclusive to Honda at this point. I don't think even top line Acura models get that feature.
thebean,Mar-15,"benjaminh said:
What's interesting is that Lane Watch really is exclusive to Honda at this point. I don't think even top line Acura models get that feature.
The TLX has it but I think it's going to be on other Acura's as they are updated, such as the 2016 RDX.  Probably not feasable to retrofit it on existing models."
benjaminh,Mar-15,"""The TLX has it but I think it's going to be on other Acura's as they are updated, such as the 2016 RDX.  Probably not feasable to retrofit it on existing models.""


I don't think the TLX has Lane Watch. I'm not seeing it anyway....Take a look:

http://www.acura.com/Features.aspx?model=TLX

There's the Forward Collision Warning and the Lane Departure Warning and even Lane Keeping Assist, plus Blind Spot Info, but no LaneWatch that I can see."
Kirstie_H,Mar-15,"Are you looking to buy a vehicle equipped minimal technology features? Or did you recently buy a car with minimal technology? A reporter wants to hear your story. Please contact pr@edmunds.com by Monday, March 16, 2015."
mtnman1,Mar-15,"Had an opportunity to drive both the Legacy and Camry in the last few days. Both were short trips at this point. Having never driven a vehicle with a CVT I was impressed how well it worked in the Legacy Limited 2.5 with a slight feeling as if it was actually shifting gears. Lowering my expectations on engine power since my Fusion has a 6 cylinder I felt acceleration was reasonably strong onto to the expressway.Got up to 70 miles per hour fairly quickly. The ride was very smooth and the interior very quiet. Barely noticed the bumps in the road. It was raining and the roads were wet. Could hardly hear any tire noise in the cabin. The leather used on the seats felt very substantial and it was easy to find a comfortable driving position. With my long legs I often have a difficult time having the seat far enough back and being able to pull the steering wheel out far enough to allow my elbows to rest comfortably on the door and center console. Legacy's steering wheel came out quite a bit. Liked the blue lit background on the speedometer. Very easy to see.

The next day I drove a Camry XSE. It was a dry day and we immediately pulled onto a 4 lane highway with a speed limit of 55. Accelerated very well and the ride was smooth. It seemed the Tire noise radiated more into the cabin, but I am not sure if it was the road surface that caused that. In the Legacy I was driving on strictly blacktop over concrete surfaces versus the Camry which seemed to be strictly concrete. I will have to try to take both on different routes and request that I go on my own without the salesmen. As in my Highlander, I couldn't get the steering wheel to come out as far as I would like to be 100% comfortable. Had to move the seat in a little closer than what is optimum for my driving comfort. It's something I can deal with but would prefer not to. The XSE has leather trim with suede inserts in the seats which is very nice. I liked the center stack better on the Camry than that of the Legacy. Nice big knobs while the Legacy had two tiny knobs for the radio. Legacy had a nicer sounding stereo system which is important since I spend a lot of time driving every day for work. Kind of had a lot of hard plastic surfaces but looked good.

I will have to go back and drive both for a longer period of time and on different road surfaces. I have to give the edge to the Legacy at this point. I have ruled out the Fusion, Malibu, and I just don't care for Hondas. With the Marysville plant in Central Ohio about every other car is a Honda in about 3 different colors. Too much. I won't try the Mazda6 due to the poor review by CR on the fairly loud interior noise. Would have most likely driven it but I have to have a quiet interior when I am driving. Might consider testing the Sonata. Or I might just keep my Fusion one more year since it has just about all the important attributes I like in a car. Great handling, smooth ride, fairly quiet interior, and the best Factory sound system I have ever heard in a mid sized family sedan."
stickguy,Mar-15,"having driven the both, cost independent, I greatly preferred the Legacy. But, from what you are looking for, I would recommend you take a look at the Sonata too (speaking from experience since I own one!)"
thebean,Mar-15,"benjaminh said:
""The TLX has it but I think it's going to be on other Acura's as they are updated, such as the 2016 RDX.  Probably not feasable to retrofit it on existing models."" I don't think the TLX has Lane Watch. I'm not seeing it anyway....Take a look: http://www.acura.com/Features.aspx?model=TLX There's the Forward Collision Warning and the Lane Departure Warning and even Lane Keeping Assist, plus Blind Spot Info, but no LaneWatch that I can see.
You're correct - I was mistaken.  Thanks for making that correction."
explorerx4,Mar-15,"mtnman1,
Since you already have a Fusion, you should look at another one. Your car has the PI Duratec V6, which has plenty of power. It's much better than the previous version of the same engine I had in a 2007 Fusion.
I have a 2013 Fusion Titanium with a 2.0 Ecoboost 4cylinder. The power is similar, and gets much better mileage than the V6.
The Sony stereo is pretty good. You should at least try one."
akirby,Mar-15,Just a clarification - PI = performance improvement not Police Interceptor.
nyccarguy,Mar-15,"@mtnman1
I'm glad you liked the Legacy. I feel the power is definitely adequate. But if there is any doubt, the give the 6 cyl a test drive. Good luck. At the end of this month, I'll be at 6 months of ownership and cross over the 10,000 mile mark;)"
hondafaaanatic,Mar-15,"brian125 said:


Pretty soon, the cars will be driving themselves...."
jpp75,Mar-15,"hondafaaanatic said:show previous quotesPretty soon, the cars will be driving themselves....Agreed, for the most part they can now. Not that I recommend it but when the Q50 first came out someone posted a video of him sitting in the passenger seat and letting the car drive itself down the highway. Jump to 1:27 to see him in the passenger seat.The biggest obstacle is going to be getting all the cars to ""talk"" to each other in a common language."
mtnman1,Mar-15,"""Pretty soon, the cars will be driving themselves....""

That will be a very sad day for people who get pleasure from driving. When that day comes what point will there be to have different cars. Might as well have a Box like a transit bus but smaller. Would just have different levels of luxury in your Box. You could just tell your friends that you just ordered a new 2035 Box in the future. They would ask you what does it look like and you could just reply it looks like a box. Could just have a bed in it so you could go and take a nap while the car drives and a TV so you can catch up on shows or watch movies. Hopefully that will be at least 25 years from now and I will be 84. Driving might not matter to me by then."
explorerx4,Mar-15,"My left front tire/fender were hit today while my Fusion was parked.
It was about 375 miles back home, so on a stretch on nice I-80 in PA, I let go of the wheel for about 1/2 a mile with the cruise set to 72.
The car tracked perfectly straight, so I guess there is no alignment issue.
PA has put a lot of work into the Interstates from the New York border, headed toward Ohio."
mtnman1,Mar-15,"Today I test drove the Subaru Legacy Limited again then walk across the lot and Drove a 2015 Mazda6 Grand Touring. Both dealerships are owned by the same company and I was able to work with the same salesman. Again I was totally impressed with the Legacy. Found out a neat little plus for it was it had memory driver seat! I had that on my 2004 Mercury Mountaineer and loved it. It's frustrating that on our $40K Highlander Limited it was not available. Anyway, the Mazda6 is a sweet looking car. Had good power and was able to take it hard through an S Curve and it handled like my Fusion. I like the fuel mileage it could get and also the fact that CR rated as excellent in reliability. I loved the LED running lights. What I didn't like was I had a difficult time finding a comfortable driving position, the noise level right after coming out of the Legacy, and the seats were rather short in my thighs. My Fusion comes within a couple of inches of my knees but the Mazda seemed to come about 4 inches from the bend in my leg. While the noise was not terrible the Legacy seemed so much more luxurious and cabin noise was much less though the engine was a little more noisy.The Legacy had a much more comfortable ride. There were 2016 Mazda's on the lot and I sat in one. I liked the dash better than the 2015. Both cars look good, but at this point I have to give the edge to the Legacy. When I got back in my Fusion I realized that I still really love the car so I am not sure if I would regret giving it up. It hits all the important marks for me. Rides well, reasonably quiet cabin, good power especially as compared to the others, good looking, great sound system, very comfortable seats, and most of all it's paid for. The only negative is I only get about 21 mpg overall. That is the very great thing about the Mazda is the fuel mileage."
nyccarguy,Mar-15,"@mtnman1 - I would NEVER buy a car based on its fuel economy alone (FE is actually far down on my list and I driver 20K miles per year). It is just a recipe for disaster.

It seems that you really dig the Legacy. That's great. You are taking your time and going on multiple test drives to make sure you do really love it before you part ways with your Fusion which you like. Take a test drive in a 6 cylinder Legacy 3.6R Limited and tell us what you think. The H6 is smoother and quieter than the H4 you test drove. With the CVT, your mileage will not suffer as much as you think. Either way, you are going to have to pump the same 18.5 gallons of gas in it every time."
mtnman1,Mar-15,"nyccarguy said:

You're right that Fuel Economy should never be at the top of your list for buying a car. I have never based my decision solely on that otherwise I would be looking at a Prius. I have to own a car that is a pleasure to drive and I wouldn't be caught dead in a Prius. Butt ugly. Regardless because of my job and having to drive more I still feel I am going to go with the 4 banger. My Company keeps cutting back on our allowance and cents per mile. The Mazda6 had many great features besides great fuel economy. It is a beautiful car and I'm still not discounting it as a possibility. I will probably drive it again as it is the top rated Mid Sized for reliability by CR. I think the controls on the steering wheel are easier to use along with the large knob down by the center consol to switch to radio, Navigation, etc. without actually taking your eyes off the road. I found myself fumbling around the Legacy while driving trying to even find the fuel gauge. The Mazda also had LED running lights which were very sharp plus the duel exhaust was a nice touch though it means nothing. I'm sure like with any new car there is a learning curve to get used to all the controls. If I had to choose this very moment it would be the Legacy. Either way I think I would be happy with either one.

The Auto Show starts this weekend in Columbus and my Subaru/Mazda Salesman has given me two passes for admission and also Vip Passes to the Dealership's booth. My Wife and I are thinking about going downtown to it and that way we can see all the vehicles up close and personal without driving all over the place."
benjaminh,Mar-15,"mtnman1: The Accord isn't on your list to consider? For most, it's one of the top midsize cars right now."
suydam,Mar-15,I was going to suggest Accord also. We've taken ours on several long trips and it is comfortable and gets great mileage.
explorerx4,Mar-15,"Since you like your Fusion, you should at a new one. The 2.0 has the same horsepower as your car, but lots more torque. I drove 'up' to my sister's in PA on Sunday. 370 miles in 6 hours including a couple of stops, but not for fuel, 27 mpg. On the way back down, same 6 hours to get back, average just under 31. In PA, I put the cruise on 72 and it never downshifted once, no matter how big the hill.
You could also look at a hybrid model if you are leaning more towards fuel mileage."
suydam,Mar-15,You will get 36-40 highway (depending on season) with the Accord and 27-28 city. So quite a bit better. But if mileage isn't as much of a priority another Fusion would make sense since you like the one you have. Or try Fusion hybrid.
mtnman1,Mar-15,"I appreciate everyone's input. I don't care for the Accord appearance wise. Just a personal preference. Plus with the Marysville plant right here in central Ohio there are so many Honda's around that I can't even look at them. Kind of getting tired of the latest Fusion design but I won't rule out test driving one. Look at the mileage results in the latest CR and the fusion does very poorly. I would try the Hybrid but I want the 19"" H spoke wheels if I get one and they aren't offered for the Hybrid. Don't want to spend the money on a Titanium Hybrid. I'm looking to get my max down to around $28,000 before Tax, Title, and closing costs. I have them down to invoice for the Legacy so far. Just spent $40,000 for a Highlander 3 years ago and I am nearing retirement. Want to be smart while at the same time not sacrificing some Luxury. The Legacy was the top rated Mid Sized Sedan in CR. It had a Luxury Car ride according to the magazine. I can say without a doubt that they were right. Plus I really thought driving position was easily found when I have driven it and I think it and the Mazda 6 are the best looking of all of them. I am going to the International Auto Show which opens in Columbus, Ohio this weekend so I can look at them all in one place.."
benjaminh,Mar-15,"mtnman1: Here's a thought I don't think you'll go for, but please hear me out. What about considering the car I'm thinking of for my next ride: the Acura TLX. I admit that it's a bit above your price target, but not by as much as you might think. The ""base"" model starts at $32k, but I think that with some good negotiation you might be able to get that down to c. $29.5. The base model is pretty lavishly equipped with heated power memory seats, smart entry/pushbutton start, moonroof, premium stereo with satellite radio, LED headlights, universal garage door opener, electronic parking brake, Integrated Dynamic System (Sport +, Econ, etc. modes), 8 speed dual-clutch transmission with exclusive torque converter and paddle shifters, fancy alloy wheels, luxe interior, etc. Here's the only video test online of this base TLX model, but check out this interior and drive compared to a Subaru:



I think the guy testing this is wrong about a couple of minor things. The interior trim is ""fake"" wood and aluminum, although it looks pretty good. And the standard seats, as with a base BMW, are ""pleather"" not leather.

But anyway, if you own the car for six years, that would be only about $300 to $400 more a year than some regular midsize cars with lots of options. About a dollar a day to go from a regular ride to this seems worth it to me. The combined EPA mpg rating on the TLX is 28, compared to 30 for the Subaru. Heading for retirement I think you might appreciate the luxury of the TLX. The Subaru is no doubt a good car, but based on the Subarus my parents and sister have owned they are not particularly ""special."" For Subaru I think of their tagline from long ago: ""Inexpensive. And built to stay that way.""

The standard warranty of an Acura is also longer: 4 years/50 k miles bumper to bumper, plus 6 years/70k miles for the engine and transmission. And I think the TLX definitely sets you apart a bit more than a Subaru or other mainstream midsize car."
suydam,Mar-15,"The Acura is more expensive, worse FE, and you like the Legacy. Go with what feels right to you. There are so many midsizers out there it can drive you crazy."
thebean,Mar-15,"suydam said:
...Go with what feels right to you. There are so many midsizers out there it can drive you crazy.
This is the best advice you can get.  Lots of great choices out there and no bad picks among the ones you have mentioned.  Get what you like since you are going to have it a long while."
ab348,Mar-15,"suydam said:

I would agree. Plus it sounds like benjaminh is either on Acura's payroll or is otherwise just a huge cheerleader for them. The Legacy is a very nice car if you don't mind the engine."
suydam,Mar-15,"I think benjaminh is a Honda Accord fan, as am I. But not everyone likes them. Heck, I didn't like them before the 2013 design."
benjaminh,Mar-15,"I am a fan of Honda/Acura, but not a blind one. The cars have their strong and less strong points, just like most brands. As I said above, I'm just thinking about the TLX for my next car, but since I'm not going to be in the market for a while I haven't yet done a test drive.

I'm sure the Subaru is fine. Great mpg plus AWD. It's an impressive combo for sure.++ Went to the website and looked at the pix, and it seemed like the higher end models of the Legacy look quite nice now compared to most Surbarus of even 5 or so years ago:

http://www.subaru.com/vehicles/legacy/photos-videos.html"
mtnman1,Mar-15,"The Subaru Legacy pictured is the Limited which is the one I would buy if I do. Same color inside and out. I really think I most likely will buy the Legacy if I do buy. If I can decide before they quit getting the 2015's in. 2016 models are due out in June the salesman said. Won't be any real deals on them at first. I never cared for Subaru before until I went and saw it up close and drove it. I had to take my Fusion in for Maintenance today and saw the Salesman that sold me the car. While there he mentioned that they have $3000 in rebates as well as 0% financing in addition to the deal he would give me for a new Fusion. I might give them a close look since there many to choose from. The thing I am finding with Mazda 6 and the Legacy is that all the dealerships have maybe 12 on the lot at most. One of the two Silver Subaru's sold today at the Dealership I have been working with according to the salesman. There is one remaining. I can only find one other in the State in that color and trim.. If you look online at what a ford dealer has for Fusions in inventory they will list 70 cars and Honda will have just as many Accords to choose from. Toyota dealerships show over 30 Camrys in stock.

Was going to the Auto Show tomorrow, but we have the NCAA Basketball Tournament going on this weekend and the Arena is two blocks from the Convention Center where the Auto Show is going on at the same time. They were reporting on our local news at 6 tonight that parking was going to be very difficult to find. I think we will skip it. Maybe instead I will take my wife over to the Subaru/Mazda dealership then drive back towards home to the Ford dealership."
explorerx4,Mar-15,"In the Columbus area, it looks like the Fusion incentives are $3000 or $1500 and 0% for 60 months. Sync and Sound discount of $490 is already built into the bottom line sticker."
benjaminh,Mar-15,Are there a lot of Fusions on the lots that are built in the US now? Isn't that factory now up to full speed? A Fusion 2.0 with a $3000 incentive sounds like a great deal.
wave54,Mar-15,"Just watched MotorWeek, a weekly show on PBS, and they had a 10-model 2015 mid-size sedan comparison. Big surprise is most of the top sellers are in the bottom 5 spots. Camry came in last!

https://www.cars.com/articles/27000-midsize-sedan-challenge/"
brian125,Mar-15,"wave54 said:


How do I get on there payroll? I would be a superstar

My golf buddy leased the 2015 Chrysler 200. Great lease price...... hates the vehicle.

Chrysler 200 has good gas mileage and looks good. There are many negatives on this vehicle. Bad brakes , Terrible 9sp trans, very low ground clearance for a family sedan, Ride is rough, Handling is clumsy, Cramped cock pit, headroom is terrible, egress is terrible. Taller than 6' you hit your head getting out of vehicle. His 200 has been back to dealer 4 times with problems.

How is the 200 not last in these ratings.

Cars 8, 9, and 10 are all better choices .

Id like to take the best from each vehicle and make 1 great midsizer. The 2016 kia optima will be out soon and should be on par with the new redesign 2015 Sonata. I'm sure it will be a good bang for the buck like its brother.


http://www.greencarreports.com/news/1096715_new-2016-kia-optima-sedan-to-debut-at-geneva-motor-show"
brian125,Mar-15,"Here is the projected look of the 2016 Kia Optima. I don't know what to make out of this look.

@cski what do you think ? Trade yours in for a 2016 .

http://www.leftlanenews.com/kia-optima-2016.html"
ab348,Mar-15,"If those sketches are anything close to actual, good luck seeing anything if you're driving it."
mtnman1,Mar-15,"benjaminh said:

Check out Ricart Ford's website in Columbus. Titaniums discounted by more than $6000. I can get a Hybrid SE from the dealership I bought my Current Fusion from that lists for 33,585 for 28,285 with Rebates and discount. I saw the car yesterday and spoke to the Salesman I bought from about it. Pretty loaded up with Luxury Package, Moonroof, My ford touch w/Navigation, etc. Ruby Red w/Black Leather. Sweet looking. I may go back and drive it if it hasn't sold already.

We decided to go to the Auto Show today. My wife was wowed with the 2016 Mazda6 Grand Touring in Soul Red w/Black Leather. I was too. The Legacy was in the next display area. Looked good but kind of bland when compared to the 6. Still like it though. Just aggravating that there are so few available."
ab348,Mar-15,"mtnman1 said:


That Motorweek/cars.com comparison test noted above had some interesting comments about the Mazda. Seems like it doesn't provide a quality feel."
stickguy,Mar-15,"hey, I'm #1! or at least, my car is. Pretty fair writeup I guess, though the limited has way more goodies and features. I have also never noticed the brakes to be grabby, and the steering certainly seems comparable to most mid size cars. It works for the application for sure."
